file,dataset,librosa_F,v1_F,v2_F,gt_beats,lb_F_30,v1_F_30,v2_F_30,lb_F_50,v1_F_50,v2_F_50,lb_F_70,v1_F_70,v2_F_70,lb_F_90,v1_F_90,v2_F_90
00_Rock1-130-A_comp_mix.wav,GuitarSet,0.2892,0.2769,0.209,48,0.1687,0.2462,0.1791,0.2651,0.2769,0.209,0.2892,0.2769,0.209,0.3855,0.2769,0.209
Media-105213.wav,Ballroom,0.7865,0.717,0.7579,46,0.1573,0.4717,0.5263,0.4944,0.6415,0.6526,0.7865,0.717,0.7579,0.8539,0.7736,0.7789
03_BN3-119-G_comp_mix.wav,GuitarSet,0.9841,0.9173,0.64,64,0.6984,0.7218,0.44,0.9683,0.8872,0.64,0.9841,0.9173,0.64,0.9841,0.9173,0.66
jazz.00011.wav,GTZAN,0.3576,0.9029,0.9072,101,0.1987,0.5534,0.6392,0.2649,0.7573,0.7938,0.3576,0.9029,0.9072,0.5033,0.9126,0.9072
04_Rock1-130-A_comp_mix.wav,GuitarSet,0.9053,0.8704,0.6479,48,0.1474,0.8519,0.5915,0.6947,0.8704,0.6479,0.9053,0.8704,0.6479,0.9895,0.8704,0.6479
Media-103512.wav,Ballroom,0.8605,0.752,0.8571,49,0.1395,0.608,0.819,0.7674,0.736,0.8571,0.8605,0.752,0.8571,0.8605,0.752,0.8571
disco.00048.wav,GTZAN,0.9901,0.9358,0.9615,51,0.5347,0.7339,0.7885,0.9703,0.8991,0.9231,0.9901,0.9358,0.9615,0.9901,0.9358,0.9615
Media-104816.wav,Ballroom,0.5827,0.8639,0.9,74,0.126,0.8402,0.9,0.5354,0.8639,0.9,0.5827,0.8639,0.9,0.5827,0.8639,0.9
jazz.00046.wav,GTZAN,0.5298,0.9429,0.9474,108,0.2119,0.781,0.7368,0.5298,0.9333,0.9378,0.5298,0.9429,0.9474,0.5695,0.9524,0.9569
jazz.00070.wav,GTZAN,1.0,0.8704,0.9714,52,0.8654,0.4444,0.7619,0.9808,0.7778,0.9333,1.0,0.8704,0.9714,1.0,0.9074,0.9905
classical.00018.wav,GTZAN,0.3361,0.1573,0.2857,40,0.1513,0.0899,0.1558,0.3025,0.1348,0.2597,0.3361,0.1573,0.2857,0.3866,0.2022,0.3377
jazz.00078.wav,GTZAN,0.2833,0.8121,0.8834,81,0.1333,0.5333,0.5767,0.1833,0.7879,0.7975,0.2833,0.8121,0.8834,0.4833,0.8364,0.9202
Albums-Macumba-15.wav,Ballroom,0.5271,0.8387,0.9379,88,0.0465,0.7849,0.9266,0.3411,0.8387,0.9379,0.5271,0.8387,0.9379,0.6047,0.8602,0.9379
Media-104208.wav,Ballroom,0.7619,0.8421,0.9457,65,0.2476,0.7895,0.9302,0.6667,0.8421,0.9457,0.7619,0.8421,0.9457,0.7619,0.8553,0.9612
01_Rock1-90-C#_comp_mix.wav,GuitarSet,0.9684,0.8539,0.8636,48,0.4842,0.6966,0.7727,0.8632,0.8539,0.8636,0.9684,0.8539,0.8636,0.9895,0.8539,0.8636
blues.00070.wav,GTZAN,0.9863,0.973,0.9664,74,0.6301,0.7838,0.7651,0.9452,0.9459,0.9664,0.9863,0.973,0.9664,0.9863,0.973,0.9664
blues.00035.wav,GTZAN,0.9062,0.4706,0.4789,65,0.6406,0.2222,0.2676,0.875,0.4052,0.3944,0.9062,0.4706,0.4789,0.9531,0.549,0.5352
country.00020.wav,GTZAN,0.9804,0.8387,0.9204,52,0.3725,0.7258,0.8673,0.902,0.8226,0.9204,0.9804,0.8387,0.9204,0.9804,0.8387,0.9204
Albums-Cafe_Paradiso-12.wav,Ballroom,0.9895,0.5872,0.6786,48,0.1263,0.4771,0.6607,0.8211,0.5688,0.6786,0.9895,0.5872,0.6786,0.9895,0.5872,0.6786
05_Funk1-114-Ab_comp_mix.wav,GuitarSet,0.4894,0.4337,0.4118,48,0.2766,0.1205,0.2059,0.4468,0.4337,0.4118,0.4894,0.4337,0.4118,0.4894,0.4578,0.4118
hiphop.00095.wav,GTZAN,0.9908,0.8308,0.9649,55,0.7156,0.7077,0.8772,0.9908,0.8154,0.9649,0.9908,0.8308,0.9649,0.9908,0.8308,0.9649
country.00088.wav,GTZAN,0.9905,1.0,0.9811,53,0.4571,0.9245,0.9434,0.9905,0.9811,0.9811,0.9905,1.0,0.9811,0.9905,1.0,0.9811
Albums-Cafe_Paradiso-14.wav,Ballroom,0.619,0.9651,0.9765,84,0.0159,0.9186,0.9647,0.381,0.9651,0.9765,0.619,0.9651,0.9765,0.619,0.9651,0.9765
reggae.00042.wav,GTZAN,0.9391,0.9917,0.9917,60,0.5565,0.7273,0.8099,0.8696,0.9256,0.9421,0.9391,0.9917,0.9917,0.9565,0.9917,0.9917
country.00076.wav,GTZAN,0.9565,0.9517,1.0,72,0.6232,0.5793,0.7222,0.913,0.8414,0.9306,0.9565,0.9517,1.0,0.9565,0.9655,1.0
Albums-Ballroom_Magic-11.wav,Ballroom,0.9492,0.8862,0.9474,90,0.339,0.7305,0.9123,0.7458,0.8503,0.9474,0.9492,0.8862,0.9474,0.9831,0.8982,0.9474
00_BN1-147-Gb_comp_mix.wav,GuitarSet,0.1075,0.4225,0.6575,48,0.0215,0.3099,0.4932,0.086,0.338,0.6027,0.1075,0.4225,0.6575,0.129,0.4507,0.6575
Albums-Pais_Tropical-09.wav,Ballroom,0.9899,0.9434,1.0,50,0.303,0.8679,1.0,0.9091,0.9434,1.0,0.9899,0.9434,1.0,0.9899,0.9434,1.0
metal.00029.wav,GTZAN,0.8718,0.9037,0.9919,61,0.5641,0.5778,0.6504,0.8547,0.8444,0.9756,0.8718,0.9037,0.9919,0.906,0.9037,0.9919
jazz.00072.wav,GTZAN,0.5298,0.9429,0.9474,108,0.2119,0.7905,0.7368,0.5298,0.9333,0.9378,0.5298,0.9429,0.9474,0.5695,0.9524,0.9569
rock.00063.wav,GTZAN,0.3366,0.8661,0.896,63,0.1584,0.5984,0.768,0.2574,0.8346,0.88,0.3366,0.8661,0.896,0.396,0.8976,0.896
Media-105818.wav,Ballroom,0.5616,0.9239,0.9706,103,0.137,0.8325,0.8725,0.5205,0.9239,0.9706,0.5616,0.9239,0.9706,0.5753,0.934,0.9706
classical.00045.wav,GTZAN,0.5522,0.6786,0.72,48,0.2687,0.4107,0.46,0.4328,0.5179,0.58,0.5522,0.6786,0.72,0.5672,0.7857,0.82
Media-103409.wav,Ballroom,0.9836,0.8652,0.9606,61,0.2623,0.8369,0.9449,0.918,0.8652,0.9606,0.9836,0.8652,0.9606,0.9836,0.8652,0.9606
Media-104307.wav,Ballroom,0.5778,0.9724,0.9832,89,0.163,0.895,0.9832,0.5037,0.9724,0.9832,0.5778,0.9724,0.9832,0.5926,0.9724,0.9832
rock.00019.wav,GTZAN,0.9655,0.8615,0.9167,60,0.5,0.8154,0.8667,0.9483,0.8154,0.9167,0.9655,0.8615,0.9167,0.9655,0.8769,0.9333
jazz.00076.wav,GTZAN,0.3059,0.5055,0.5909,31,0.1412,0.3077,0.5227,0.2588,0.4835,0.5455,0.3059,0.5055,0.5909,0.3059,0.5934,0.6136
Albums-Latin_Jam3-05.wav,Ballroom,0.9697,0.9804,0.9901,50,0.202,0.9804,0.9901,0.9293,0.9804,0.9901,0.9697,0.9804,0.9901,0.9697,0.9804,0.9901
reggae.00047.wav,GTZAN,0.9861,0.9932,0.9932,73,0.5139,0.8027,0.8844,0.9722,0.9252,0.966,0.9861,0.9932,0.9932,0.9861,0.9932,0.9932
reggae.00063.wav,GTZAN,0.9718,0.9667,0.9834,91,0.5085,0.9,0.9503,0.9379,0.9667,0.9834,0.9718,0.9667,0.9834,0.9718,0.9667,0.9834
Albums-I_Like_It2-02.wav,Ballroom,0.9558,0.9593,0.9752,59,0.3186,0.9593,0.9587,0.9204,0.9593,0.9752,0.9558,0.9593,0.9752,0.9558,0.9593,0.9752
reggae.00084.wav,GTZAN,0.585,0.8621,0.7092,50,0.449,0.6724,0.5674,0.5714,0.8621,0.7092,0.585,0.8621,0.7092,0.5986,0.8621,0.7092
244.wav,Hainsworth,0.4298,0.7285,0.8819,61,0.0331,0.6755,0.7559,0.1488,0.7285,0.8661,0.4298,0.7285,0.8819,0.595,0.755,0.9134
Albums-Step_By_Step-18.wav,Ballroom,0.9851,0.902,0.9366,102,0.4279,0.7157,0.761,0.9055,0.8431,0.9171,0.9851,0.902,0.9366,0.9851,0.951,0.9659
country.00097.wav,GTZAN,0.5067,0.48,0.48,19,0.2667,0.4267,0.48,0.5067,0.48,0.48,0.5067,0.48,0.48,0.5067,0.48,0.48
115.wav,Hainsworth,0.6621,0.9896,0.9922,194,0.3241,0.9792,0.9403,0.6552,0.9896,0.987,0.6621,0.9896,0.9922,0.6621,0.9896,0.9922
rock.00084.wav,GTZAN,1.0,0.9697,1.0,65,0.6154,0.8333,0.8308,1.0,0.9545,0.9846,1.0,0.9697,1.0,1.0,0.9697,1.0
01_BN3-119-G_comp_mix.wav,GuitarSet,0.9683,0.9921,0.9508,64,0.619,0.8189,0.7541,0.8889,0.9449,0.918,0.9683,0.9921,0.9508,0.9683,0.9921,0.9508
hiphop.00072.wav,GTZAN,0.9684,0.9231,0.9505,49,0.8632,0.7115,0.8713,0.9474,0.9038,0.9307,0.9684,0.9231,0.9505,0.9684,0.9231,0.9505
Albums-Macumba-02.wav,Ballroom,0.958,0.7296,0.8358,60,0.1513,0.6792,0.8209,0.7563,0.7296,0.8358,0.958,0.7296,0.8358,0.958,0.7296,0.8358
172.wav,Hainsworth,0.9868,0.7724,0.7837,114,0.2115,0.7586,0.7837,0.9251,0.7724,0.7837,0.9868,0.7724,0.7837,0.9956,0.7724,0.7837
Media-104508.wav,Ballroom,0.9425,0.9944,0.9944,89,0.046,0.9162,0.9609,0.5747,0.9832,0.9832,0.9425,0.9944,0.9944,0.977,0.9944,0.9944
Albums-Pais_Tropical-08.wav,Ballroom,0.9412,0.9457,0.9683,61,0.2857,0.9457,0.9683,0.9244,0.9457,0.9683,0.9412,0.9457,0.9683,0.9412,0.9457,0.9683
Media-103803.wav,Ballroom,0.9756,0.9242,0.9764,63,0.2276,0.9091,0.9606,0.878,0.9242,0.9764,0.9756,0.9242,0.9764,0.9756,0.9242,0.9764
metal.00090.wav,GTZAN,0.6515,0.7792,0.9551,89,0.3939,0.5455,0.809,0.6364,0.7403,0.9551,0.6515,0.7792,0.9551,0.6515,0.7792,0.9551
04_Funk1-97-C_comp_mix.wav,GuitarSet,0.6737,0.4505,0.475,48,0.4632,0.3063,0.325,0.6105,0.4324,0.475,0.6737,0.4505,0.475,0.8211,0.4505,0.475
jazz.00041.wav,GTZAN,0.5152,0.943,0.9947,94,0.2576,0.8394,0.9101,0.3939,0.9326,0.9841,0.5152,0.943,0.9947,0.5455,0.943,0.9947
084.wav,Hainsworth,0.9659,0.9062,0.9128,91,0.2614,0.8854,0.9026,0.9091,0.8958,0.9026,0.9659,0.9062,0.9128,0.9659,0.9167,0.9128
hiphop.00028.wav,GTZAN,0.9438,0.6111,0.7826,45,0.7191,0.2963,0.413,0.8539,0.5,0.6522,0.9438,0.6111,0.7826,0.9663,0.7037,0.8913
05_Jazz1-130-D_comp_mix.wav,GuitarSet,0.3043,0.3662,0.2857,48,0.2609,0.1408,0.127,0.3043,0.3099,0.254,0.3043,0.3662,0.2857,0.3261,0.3662,0.3175
